kind,target,best_score_over_all_probes
impostor,Testing__Digital_Persona__Fake__Gelatine__010_1_4.png__5f296752__010_1_4.png,7.9477821313
impostor,Testing__Digital_Persona__Fake__Gelatine__010_1_9.png__7063ffe8__010_1_9.png,45.8808227714
impostor,Testing__Digital_Persona__Fake__Gelatine__010_2_0.png__c7006ad3__010_2_0.png,1.7293197501
impostor,Testing__Digital_Persona__Fake__Gelatine__010_2_4.png__e66b65dd__010_2_4.png,26.3693374994
impostor,Testing__Digital_Persona__Fake__Gelatine__010_2_9.png__9f4192c0__010_2_9.png,1.9622858945
impostor,Testing__Digital_Persona__Fake__Gelatine__010_3_0.png__2df46441__010_3_0.png,37.8586086699
impostor,Testing__Digital_Persona__Fake__Gelatine__010_3_4.png__44e84fe4__010_3_4.png,41.0650128733
impostor,Testing__Digital_Persona__Fake__Gelatine__010_3_9.png__b7217d9c__010_3_9.png,3.7968330412
impostor,Testing__Digital_Persona__Fake__Gelatine__010_4_0.png__dfe1b838__010_4_0.png,2.391403586
impostor,Testing__Digital_Persona__Fake__Gelatine__010_4_4.png__adc0521c__010_4_4.png,1.1632537229
impostor,Testing__Digital_Persona__Fake__Gelatine__010_4_9.png__8d89013f__010_4_9.png,1.1101229769
impostor,Testing__Digital_Persona__Fake__Gelatine__010_5_0.png__b71e6bfc__010_5_0.png,23.7592218909
impostor,Testing__Digital_Persona__Fake__Gelatine__010_5_4.png__16071f84__010_5_4.png,27.8136611486
impostor,Testing__Digital_Persona__Fake__Gelatine__010_5_9.png__512078f1__010_5_9.png,6.3379574707
impostor,Testing__Digital_Persona__Fake__Gelatine__010_6_0.png__47a053f1__010_6_0.png,14.4652525257
impostor,Testing__Digital_Persona__Fake__Gelatine__010_6_4.png__37134250__010_6_4.png,23.7986491766
impostor,Testing__Digital_Persona__Fake__Gelatine__010_6_9.png__b1a0b359__010_6_9.png,20.3625712947
impostor,Testing__Digital_Persona__Fake__Gelatine__010_7_0.png__fe9e2598__010_7_0.png,10.7284290381
impostor,Testing__Digital_Persona__Fake__Gelatine__010_7_4.png__a7786d5f__010_7_4.png,24.4500658839
impostor,Testing__Digital_Persona__Fake__Gelatine__010_7_9.png__653c47a5__010_7_9.png,46.3923840619
impostor,Testing__Digital_Persona__Fake__Gelatine__010_8_0.png__059345a3__010_8_0.png,1.5136947952
impostor,Testing__Digital_Persona__Fake__Gelatine__010_8_4.png__17320c47__010_8_4.png,4.02289147
impostor,Testing__Digital_Persona__Fake__Gelatine__010_8_9.png__a5f81646__010_8_9.png,2.2750096707
impostor,Testing__Digital_Persona__Fake__Gelatine__010_9_0.png__ffbeea87__010_9_0.png,13.0972996462
impostor,Testing__Digital_Persona__Fake__Gelatine__010_9_4.png__dd40898b__010_9_4.png,6.2146761574
impostor,Testing__Digital_Persona__Fake__Gelatine__010_9_9.png__23589c2a__010_9_9.png,0.302274151
impostor,Testing__Digital_Persona__Fake__Gelatine__012_0_0.png__792d46ae__012_0_0.png,32.8949496022
impostor,Testing__Digital_Persona__Fake__Gelatine__012_0_4.png__46394ce4__012_0_4.png,40.6330098793
impostor,Testing__Digital_Persona__Fake__Gelatine__012_0_9.png__fb07c363__012_0_9.png,0.0
impostor,Testing__Digital_Persona__Fake__Gelatine__012_1_0.png__8fa02aec__012_1_0.png,25.5358546805
impostor,Testing__Digital_Persona__Fake__Gelatine__012_1_4.png__056af9e8__012_1_4.png,34.4615788139
impostor,Testing__Digital_Persona__Fake__Gelatine__012_1_9.png__55ba4d46__012_1_9.png,1.3327638767
impostor,Testing__Digital_Persona__Fake__Gelatine__012_2_0.png__ae31a21d__012_2_0.png,81.1802984082
impostor,Testing__Digital_Persona__Fake__Gelatine__012_2_4.png__642d1e93__012_2_4.png,30.780938821
impostor,Testing__Digital_Persona__Fake__Gelatine__012_2_9.png__f87ab547__012_2_9.png,2.1778997378
impostor,Testing__Digital_Persona__Fake__Gelatine__012_3_0.png__e61b1090__012_3_0.png,4.8941673847
impostor,Testing__Digital_Persona__Fake__Gelatine__012_3_4.png__6cdc4b2a__012_3_4.png,25.7597429937
impostor,Testing__Digital_Persona__Fake__Gelatine__012_3_9.png__e3077ca3__012_3_9.png,6.6158346421
impostor,Testing__Digital_Persona__Fake__Gelatine__012_4_0.png__2f70c288__012_4_0.png,4.1379563852
impostor,Testing__Digital_Persona__Fake__Gelatine__012_4_4.png__f653d0bc__012_4_4.png,5.8617707858
impostor,Testing__Digital_Persona__Fake__Gelatine__012_4_9.png__05a8ef99__012_4_9.png,3.0973924577
impostor,Testing__Digital_Persona__Fake__Gelatine__012_5_0.png__02cac0bf__012_5_0.png,31.7586253945
impostor,Testing__Digital_Persona__Fake__Gelatine__012_5_4.png__c7aa89b0__012_5_4.png,17.3815589006
impostor,Testing__Digital_Persona__Fake__Gelatine__012_5_9.png__69486f4f__012_5_9.png,78.0987845181
impostor,Testing__Digital_Persona__Fake__Gelatine__012_6_0.png__ec378c96__012_6_0.png,43.7444375409
impostor,Testing__Digital_Persona__Fake__Gelatine__012_6_4.png__ed3f8011__012_6_4.png,86.2703682744
impostor,Testing__Digital_Persona__Fake__Gelatine__012_6_9.png__4ccb60a7__012_6_9.png,34.9117197596
impostor,Testing__Digital_Persona__Fake__Gelatine__012_7_0.png__7f86c268__012_7_0.png,61.8720451367
impostor,Testing__Digital_Persona__Fake__Gelatine__012_7_4.png__6324a2e0__012_7_4.png,61.5985793268
impostor,Testing__Digital_Persona__Fake__Gelatine__012_7_9.png__a274097d__012_7_9.png,7.4893118994
impostor,Testing__Digital_Persona__Fake__Gelatine__012_8_0.png__ade80b1a__012_8_0.png,9.9277095405
impostor,Testing__Digital_Persona__Fake__Gelatine__012_8_4.png__86b2bf9f__012_8_4.png,31.5172900518
impostor,Testing__Digital_Persona__Fake__Gelatine__012_8_9.png__f15e82ef__012_8_9.png,17.9626751346
impostor,Testing__Digital_Persona__Fake__Gelatine__012_9_0.png__8894b79f__012_9_0.png,5.0104824865
impostor,Testing__Digital_Persona__Fake__Gelatine__012_9_4.png__a8061584__012_9_4.png,25.7377948323
impostor,Testing__Digital_Persona__Fake__Gelatine__012_9_9.png__b7de17d7__012_9_9.png,9.6603566808
impostor,Testing__Digital_Persona__Fake__Gelatine__014_0_0.png__7359c6c3__014_0_0.png,15.7062913939
impostor,Testing__Digital_Persona__Fake__Gelatine__014_0_4.png__b4a00eb1__014_0_4.png,46.6287387304
impostor,Testing__Digital_Persona__Fake__Gelatine__014_0_9.png__fd086441__014_0_9.png,20.0082575241
impostor,Testing__Digital_Persona__Fake__Gelatine__014_1_0.png__b6b8c60f__014_1_0.png,5.7644879726
impostor,Testing__Digital_Persona__Fake__Gelatine__014_1_4.png__ed73aa3d__014_1_4.png,2.1009827741
impostor,Testing__Digital_Persona__Fake__Gelatine__014_1_9.png__95a9246e__014_1_9.png,60.7912209181
impostor,Testing__Digital_Persona__Fake__Gelatine__014_2_0.png__ccb48f5d__014_2_0.png,9.3032962132
impostor,Testing__Digital_Persona__Fake__Gelatine__014_2_4.png__e47e086a__014_2_4.png,10.6917327292
impostor,Testing__Digital_Persona__Fake__Gelatine__014_2_9.png__7878a888__014_2_9.png,2.3818393009
impostor,Testing__Digital_Persona__Fake__Gelatine__014_3_0.png__41824d48__014_3_0.png,4.8117631511
impostor,Testing__Digital_Persona__Fake__Gelatine__014_3_4.png__2cfb9b64__014_3_4.png,7.285841431
impostor,Testing__Digital_Persona__Fake__Gelatine__014_3_9.png__cf09f150__014_3_9.png,5.565667561
impostor,Testing__Digital_Persona__Fake__Gelatine__014_4_0.png__8d574a3c__014_4_0.png,21.6169139368
impostor,Testing__Digital_Persona__Fake__Gelatine__014_4_4.png__5542a036__014_4_4.png,17.0410175147
impostor,Testing__Digital_Persona__Fake__Gelatine__014_4_9.png__12f2b896__014_4_9.png,25.2647292406
impostor,Testing__Digital_Persona__Fake__Gelatine__014_5_0.png__fcb25bbd__014_5_0.png,32.3012947855
impostor,Testing__Digital_Persona__Fake__Gelatine__014_5_4.png__37ed32ca__014_5_4.png,5.1939377311
impostor,Testing__Digital_Persona__Fake__Gelatine__014_5_9.png__7a4b14e1__014_5_9.png,5.7121844101
impostor,Testing__Digital_Persona__Fake__Gelatine__014_6_0.png__10601e8d__014_6_0.png,5.8559651973
impostor,Testing__Digital_Persona__Fake__Gelatine__014_6_4.png__c5f88ad5__014_6_4.png,2.5819810249
impostor,Testing__Digital_Persona__Fake__Gelatine__014_6_9.png__f062a2a3__014_6_9.png,20.6878991374
impostor,Testing__Digital_Persona__Fake__Gelatine__014_7_0.png__a830c65f__014_7_0.png,0.6496834257
impostor,Testing__Digital_Persona__Fake__Gelatine__014_7_4.png__99677fd1__014_7_4.png,2.1428640839
impostor,Testing__Digital_Persona__Fake__Gelatine__014_7_9.png__104d55fd__014_7_9.png,3.1618600567
impostor,Testing__Digital_Persona__Fake__Gelatine__014_8_0.png__b4fd3683__014_8_0.png,6.0652113081
impostor,Testing__Digital_Persona__Fake__Gelatine__014_8_4.png__a4d0afd1__014_8_4.png,3.219748197
impostor,Testing__Digital_Persona__Fake__Gelatine__014_8_9.png__c26f0325__014_8_9.png,3.9552919315
impostor,Testing__Digital_Persona__Fake__Gelatine__014_9_0.png__de055bde__014_9_0.png,9.3857370835
impostor,Testing__Digital_Persona__Fake__Gelatine__014_9_4.png__c5e1cdda__014_9_4.png,19.73731827
impostor,Testing__Digital_Persona__Fake__Gelatine__014_9_9.png__767e7166__014_9_9.png,9.4992809828
impostor,Testing__Digital_Persona__Fake__Gelatine__019_0_0.png__05eac9da__019_0_0.png,35.3152740314
impostor,Testing__Digital_Persona__Fake__Gelatine__019_0_4.png__b2c1ac0e__019_0_4.png,38.2753178922
impostor,Testing__Digital_Persona__Fake__Gelatine__019_0_9.png__19c54f9f__019_0_9.png,13.0040249535
impostor,Testing__Digital_Persona__Fake__Gelatine__019_1_0.png__477ea953__019_1_0.png,53.8216733705
impostor,Testing__Digital_Persona__Fake__Gelatine__019_1_4.png__20b04add__019_1_4.png,125.0334651964
impostor,Testing__Digital_Persona__Fake__Gelatine__019_1_9.png__c8b483f8__019_1_9.png,101.7043580518
impostor,Testing__Digital_Persona__Fake__Gelatine__019_2_0.png__3fd65cad__019_2_0.png,25.6781886007
impostor,Testing__Digital_Persona__Fake__Gelatine__019_2_4.png__270160fd__019_2_4.png,48.0869735773
impostor,Testing__Digital_Persona__Fake__Gelatine__019_2_9.png__4871c807__019_2_9.png,46.0624680438
impostor,Testing__Digital_Persona__Fake__Gelatine__019_3_0.png__a06747a4__019_3_0.png,42.6138958488
impostor,Testing__Digital_Persona__Fake__Gelatine__019_3_4.png__bcc564b6__019_3_4.png,25.7268653687
impostor,Testing__Digital_Persona__Fake__Gelatine__019_3_9.png__3a21214c__019_3_9.png,19.2620713182
impostor,Testing__Digital_Persona__Fake__Gelatine__019_4_0.png__7dd013d2__019_4_0.png,3.3102484185
impostor,Testing__Digital_Persona__Fake__Gelatine__019_4_4.png__7b7ad5c7__019_4_4.png,4.2728317851
impostor,Testing__Digital_Persona__Fake__Gelatine__019_4_9.png__f0e67ea3__019_4_9.png,8.316978645
impostor,Testing__Digital_Persona__Fake__Gelatine__019_5_0.png__d78285a3__019_5_0.png,41.6682365017
impostor,Testing__Digital_Persona__Fake__Gelatine__019_5_4.png__386912d4__019_5_4.png,17.0845334792
impostor,Testing__Digital_Persona__Fake__Gelatine__019_5_9.png__4b266066__019_5_9.png,32.1275613694
impostor,Testing__Digital_Persona__Fake__Gelatine__019_6_0.png__f7dc1a20__019_6_0.png,13.1951845555
impostor,Testing__Digital_Persona__Fake__Gelatine__019_6_4.png__c0bc4dcc__019_6_4.png,68.3478458494
impostor,Testing__Digital_Persona__Fake__Gelatine__019_6_9.png__f1e0fcce__019_6_9.png,23.8217551537
impostor,Testing__Digital_Persona__Fake__Gelatine__019_7_0.png__b4c6d513__019_7_0.png,27.7702700096
impostor,Testing__Digital_Persona__Fake__Gelatine__019_7_4.png__3eb7784e__019_7_4.png,30.0624860133
impostor,Testing__Digital_Persona__Fake__Gelatine__019_7_9.png__2ea58484__019_7_9.png,5.0735466839
impostor,Testing__Digital_Persona__Fake__Gelatine__019_8_0.png__980714b9__019_8_0.png,1.6928856854
impostor,Testing__Digital_Persona__Fake__Gelatine__019_8_4.png__0d63d85e__019_8_4.png,5.9421758124
impostor,Testing__Digital_Persona__Fake__Gelatine__019_8_9.png__1110a4d3__019_8_9.png,1.250101728
impostor,Testing__Digital_Persona__Fake__Gelatine__019_9_0.png__ecfbeb1d__019_9_0.png,1.4174284235
impostor,Testing__Digital_Persona__Fake__Gelatine__019_9_4.png__0ee19b83__019_9_4.png,7.8269947782
impostor,Testing__Digital_Persona__Fake__Gelatine__019_9_9.png__f230febb__019_9_9.png,7.0804241143
impostor,Testing__Digital_Persona__Fake__Latex__002_0_0.png__96549f93__002_0_0.png,99.1714014284
impostor,Testing__Digital_Persona__Fake__Latex__002_0_4.png__5b5f19e5__002_0_4.png,95.7920121027
impostor,Testing__Digital_Persona__Fake__Latex__002_0_5.png__55b05a32__002_0_5.png,111.9602622307
impostor,Testing__Digital_Persona__Fake__Latex__002_0_9.png__9d4cdff4__002_0_9.png,87.3086166357
impostor,Testing__Digital_Persona__Fake__Latex__002_1_0.png__47e36e05__002_1_0.png,29.9370555341
impostor,Testing__Digital_Persona__Fake__Latex__002_1_4.png__420e39c4__002_1_4.png,19.3337647222
impostor,Testing__Digital_Persona__Fake__Latex__002_1_5.png__0522ef51__002_1_5.png,44.6226350072
impostor,Testing__Digital_Persona__Fake__Latex__002_1_9.png__f544ddaf__002_1_9.png,17.3379524487
impostor,Testing__Digital_Persona__Fake__Latex__002_2_0.png__2325e1ca__002_2_0.png,70.4305237972
impostor,Testing__Digital_Persona__Fake__Latex__002_2_4.png__60c66924__002_2_4.png,78.0965672436
impostor,Testing__Digital_Persona__Fake__Latex__002_2_5.png__c6b5f3c4__002_2_5.png,87.1040657629
impostor,Testing__Digital_Persona__Fake__Latex__002_2_9.png__3837223f__002_2_9.png,79.1545261999
impostor,Testing__Digital_Persona__Fake__Latex__002_3_0.png__fcb46289__002_3_0.png,20.2219953192
impostor,Testing__Digital_Persona__Fake__Latex__002_3_4.png__34b3d4bd__002_3_4.png,5.2867289386
impostor,Testing__Digital_Persona__Fake__Latex__002_3_5.png__176b6aaf__002_3_5.png,3.0267432023
impostor,Testing__Digital_Persona__Fake__Latex__002_3_9.png__225267c6__002_3_9.png,5.0614216188
impostor,Testing__Digital_Persona__Fake__Latex__002_4_0.png__56b47fbd__002_4_0.png,44.1391400091
impostor,Testing__Digital_Persona__Fake__Latex__002_4_4.png__db2f6cab__002_4_4.png,44.6852348631
impostor,Testing__Digital_Persona__Fake__Latex__002_4_5.png__a4f812aa__002_4_5.png,31.5730050396
impostor,Testing__Digital_Persona__Fake__Latex__002_4_9.png__8c5fa27e__002_4_9.png,25.3077948773
impostor,Testing__Digital_Persona__Fake__Latex__002_5_0.png__83a8ac6e__002_5_0.png,104.0426048613
impostor,Testing__Digital_Persona__Fake__Latex__002_5_4.png__b44767a1__002_5_4.png,52.997187123
impostor,Testing__Digital_Persona__Fake__Latex__002_5_5.png__1dbbb130__002_5_5.png,58.9814153159
impostor,Testing__Digital_Persona__Fake__Latex__002_5_9.png__f64b34af__002_5_9.png,38.5940257873
impostor,Testing__Digital_Persona__Fake__Latex__002_6_0.png__ed97983c__002_6_0.png,102.7503065649
impostor,Testing__Digital_Persona__Fake__Latex__002_6_4.png__179cf6e7__002_6_4.png,79.2419442398
impostor,Testing__Digital_Persona__Fake__Latex__002_6_5.png__012e3d31__002_6_5.png,109.4504862397
impostor,Testing__Digital_Persona__Fake__Latex__002_6_9.png__4e95e4bf__002_6_9.png,72.0886582148
impostor,Testing__Digital_Persona__Fake__Latex__002_7_0.png__147b13a1__002_7_0.png,107.2409895418
impostor,Testing__Digital_Persona__Fake__Latex__002_7_4.png__30af1904__002_7_4.png,112.1507337718
impostor,Testing__Digital_Persona__Fake__Latex__002_7_5.png__d20c7832__002_7_5.png,116.9255369957
impostor,Testing__Digital_Persona__Fake__Latex__002_7_9.png__49eb4ce7__002_7_9.png,125.9480205748
impostor,Testing__Digital_Persona__Fake__Latex__002_8_0.png__fcf96ce0__002_8_0.png,71.5116402019
impostor,Testing__Digital_Persona__Fake__Latex__002_8_4.png__adbf50cc__002_8_4.png,91.7230183212
impostor,Testing__Digital_Persona__Fake__Latex__002_8_5.png__1574c8fa__002_8_5.png,80.8478733829
impostor,Testing__Digital_Persona__Fake__Latex__002_8_9.png__624cba1a__002_8_9.png,56.4092469931
impostor,Testing__Digital_Persona__Fake__Latex__002_9_0.png__c345f6f0__002_9_0.png,77.313049276
impostor,Testing__Digital_Persona__Fake__Latex__002_9_4.png__7a9131b6__002_9_4.png,88.2048805849
impostor,Testing__Digital_Persona__Fake__Latex__002_9_5.png__744ab048__002_9_5.png,92.4642616026
impostor,Testing__Digital_Persona__Fake__Latex__002_9_9.png__25664f04__002_9_9.png,116.1725384618
impostor,Testing__Digital_Persona__Fake__Latex__003_0_0.png__0308e9d2__003_0_0.png,64.5198092931
impostor,Testing__Digital_Persona__Fake__Latex__003_0_4.png__4bd01c74__003_0_4.png,1.5518757661
impostor,Testing__Digital_Persona__Fake__Latex__003_0_9.png__b086ec3b__003_0_9.png,7.6409940662
impostor,Testing__Digital_Persona__Fake__Latex__003_1_0.png__f14fc190__003_1_0.png,6.8423948308
impostor,Testing__Digital_Persona__Fake__Latex__003_1_4.png__9ca1d1a8__003_1_4.png,2.7651701123
impostor,Testing__Digital_Persona__Fake__Latex__003_1_9.png__9dbdf8cd__003_1_9.png,8.4780466579
impostor,Testing__Digital_Persona__Fake__Latex__003_2_0.png__3a637477__003_2_0.png,2.7315098215
impostor,Testing__Digital_Persona__Fake__Latex__003_2_4.png__063af827__003_2_4.png,2.6529459142
impostor,Testing__Digital_Persona__Fake__Latex__003_2_9.png__408c8942__003_2_9.png,7.2504414043
impostor,Testing__Digital_Persona__Fake__Latex__003_3_0.png__ec07cf7e__003_3_0.png,2.5356355902
impostor,Testing__Digital_Persona__Fake__Latex__003_3_4.png__5029d948__003_3_4.png,5.3117327611
impostor,Testing__Digital_Persona__Fake__Latex__003_3_9.png__a5f6f9ee__003_3_9.png,2.490050391
impostor,Testing__Digital_Persona__Fake__Latex__003_4_0.png__27c1ee6e__003_4_0.png,2.8271746103
impostor,Testing__Digital_Persona__Fake__Latex__003_4_4.png__5f5da84d__003_4_4.png,3.8353685119
impostor,Testing__Digital_Persona__Fake__Latex__003_4_9.png__aa31e4fe__003_4_9.png,8.8307162826
impostor,Testing__Digital_Persona__Fake__Latex__003_5_0.png__77b8b214__003_5_0.png,10.5151460172
impostor,Testing__Digital_Persona__Fake__Latex__003_5_4.png__65b9af6c__003_5_4.png,7.8044078494
impostor,Testing__Digital_Persona__Fake__Latex__003_5_9.png__51893f2a__003_5_9.png,7.4896974648
impostor,Testing__Digital_Persona__Fake__Latex__003_6_0.png__822dc4bc__003_6_0.png,4.3052827866
impostor,Testing__Digital_Persona__Fake__Latex__003_6_4.png__6be7b89b__003_6_4.png,4.8361226106
impostor,Testing__Digital_Persona__Fake__Latex__003_6_9.png__b4f55d57__003_6_9.png,2.7547989389
impostor,Testing__Digital_Persona__Fake__Latex__003_7_0.png__dab0dce4__003_7_0.png,6.534045913
impostor,Testing__Digital_Persona__Fake__Latex__003_7_4.png__ef0b8679__003_7_4.png,6.2888117782
impostor,Testing__Digital_Persona__Fake__Latex__003_7_9.png__85339331__003_7_9.png,6.8604294047
impostor,Testing__Digital_Persona__Fake__Latex__003_8_0.png__490ac286__003_8_0.png,5.272504713
impostor,Testing__Digital_Persona__Fake__Latex__003_8_4.png__c6aa49c8__003_8_4.png,5.9536064043
impostor,Testing__Digital_Persona__Fake__Latex__003_8_9.png__9af3eadb__003_8_9.png,3.2596570394
impostor,Testing__Digital_Persona__Fake__Latex__003_9_0.png__cb2ced8e__003_9_0.png,1.2233367191
impostor,Testing__Digital_Persona__Fake__Latex__003_9_4.png__ef07356f__003_9_4.png,4.9074090147
impostor,Testing__Digital_Persona__Fake__Latex__003_9_9.png__3b7d6046__003_9_9.png,0.3518908559
impostor,Testing__Digital_Persona__Fake__Latex__008_0_0.png__0a39cd8c__008_0_0.png,4.3992537816
impostor,Testing__Digital_Persona__Fake__Latex__008_0_4.png__6a11035d__008_0_4.png,8.0266634372
impostor,Testing__Digital_Persona__Fake__Latex__008_0_9.png__9cd5ae16__008_0_9.png,4.3729558699
impostor,Testing__Digital_Persona__Fake__Latex__008_1_0.png__e71ced82__008_1_0.png,2.3683685218
impostor,Testing__Digital_Persona__Fake__Latex__008_1_4.png__b50dc324__008_1_4.png,4.2600350049
impostor,Testing__Digital_Persona__Fake__Latex__008_1_9.png__f08a1fad__008_1_9.png,2.2791319381
impostor,Testing__Digital_Persona__Fake__Latex__008_2_0.png__a42b6d7a__008_2_0.png,11.0055388507
impostor,Testing__Digital_Persona__Fake__Latex__008_2_4.png__e199d498__008_2_4.png,1.9449029168
impostor,Testing__Digital_Persona__Fake__Latex__008_2_9.png__4ca70cad__008_2_9.png,10.3047353286
impostor,Testing__Digital_Persona__Fake__Latex__008_3_0.png__65db4f9e__008_3_0.png,0.0
impostor,Testing__Digital_Persona__Fake__Latex__008_3_4.png__cfc69218__008_3_4.png,1.0170636875
impostor,Testing__Digital_Persona__Fake__Latex__008_3_9.png__e98ed856__008_3_9.png,0.0193778931
impostor,Testing__Digital_Persona__Fake__Latex__008_4_0.png__67fd1816__008_4_0.png,9.4554825012
impostor,Testing__Digital_Persona__Fake__Latex__008_4_4.png__78796ab0__008_4_4.png,2.6938534575
impostor,Testing__Digital_Persona__Fake__Latex__008_4_9.png__1f68cb06__008_4_9.png,12.8215543712
impostor,Testing__Digital_Persona__Fake__Latex__008_5_0.png__2241f7b7__008_5_0.png,22.7107715322
impostor,Testing__Digital_Persona__Fake__Latex__008_5_4.png__6fc54046__008_5_4.png,21.6143475467
impostor,Testing__Digital_Persona__Fake__Latex__008_5_9.png__3a377fe5__008_5_9.png,9.1327092446
impostor,Testing__Digital_Persona__Fake__Latex__008_6_0.png__45abb134__008_6_0.png,14.7429942699
impostor,Testing__Digital_Persona__Fake__Latex__008_6_4.png__50e24a72__008_6_4.png,4.1870971047
impostor,Testing__Digital_Persona__Fake__Latex__008_6_9.png__427e0046__008_6_9.png,20.7130508648
impostor,Testing__Digital_Persona__Fake__Latex__008_7_0.png__0387ac1f__008_7_0.png,3.7762851956
impostor,Testing__Digital_Persona__Fake__Latex__008_7_4.png__110aed1c__008_7_4.png,10.0445953674
impostor,Testing__Digital_Persona__Fake__Latex__008_7_9.png__1b321733__008_7_9.png,5.5365901343
impostor,Testing__Digital_Persona__Fake__Latex__008_8_0.png__9de1e925__008_8_0.png,18.8545519258
impostor,Testing__Digital_Persona__Fake__Latex__008_8_4.png__fbc46c3d__008_8_4.png,9.6804484296
impostor,Testing__Digital_Persona__Fake__Latex__008_8_9.png__1b91aafd__008_8_9.png,1.7648894109
impostor,Testing__Digital_Persona__Fake__Latex__008_9_0.png__f9c23e06__008_9_0.png,2.4159953477
impostor,Testing__Digital_Persona__Fake__Latex__008_9_4.png__f04b4c19__008_9_4.png,5.5719455793
impostor,Testing__Digital_Persona__Fake__Latex__008_9_9.png__e16d19e1__008_9_9.png,26.1847381652
impostor,Testing__Digital_Persona__Fake__Latex__010_0_0.png__a3d4b7d0__010_0_0.png,18.0578327254
impostor,Testing__Digital_Persona__Fake__Latex__010_0_4.png__4b770e51__010_0_4.png,43.0011128034
impostor,Testing__Digital_Persona__Fake__Latex__010_0_9.png__67bb8ed6__010_0_9.png,40.8728113209
impostor,Testing__Digital_Persona__Fake__Latex__010_1_0.png__7f9d0766__010_1_0.png,10.5499340035
impostor,Testing__Digital_Persona__Fake__Latex__010_1_4.png__f1ff48b0__010_1_4.png,0.6001974616
impostor,Testing__Digital_Persona__Fake__Latex__010_1_9.png__fc906227__010_1_9.png,12.338054347
impostor,Testing__Digital_Persona__Fake__Latex__010_2_0.png__414990b2__010_2_0.png,11.3998185826
impostor,Testing__Digital_Persona__Fake__Latex__010_2_4.png__dca92a06__010_2_4.png,51.1504600902
impostor,Testing__Digital_Persona__Fake__Latex__010_2_9.png__a48aded4__010_2_9.png,0.6880917189
impostor,Testing__Digital_Persona__Fake__Latex__010_3_0.png__68a4a7e3__010_3_0.png,26.7526078171
impostor,Testing__Digital_Persona__Fake__Latex__010_3_4.png__88ba06cf__010_3_4.png,30.0414749572
impostor,Testing__Digital_Persona__Fake__Latex__010_3_9.png__1709b6a6__010_3_9.png,36.4504565309
impostor,Testing__Digital_Persona__Fake__Latex__010_4_0.png__120246e2__010_4_0.png,1.5132909763
impostor,Testing__Digital_Persona__Fake__Latex__010_4_4.png__c109af04__010_4_4.png,12.89272731
impostor,Testing__Digital_Persona__Fake__Latex__010_4_9.png__38c7b597__010_4_9.png,1.1191224369
impostor,Testing__Digital_Persona__Fake__Latex__010_5_0.png__6a9c6da9__010_5_0.png,4.1162875681
impostor,Testing__Digital_Persona__Fake__Latex__010_5_4.png__95ac1886__010_5_4.png,29.4060338017
impostor,Testing__Digital_Persona__Fake__Latex__010_5_9.png__b68cddf4__010_5_9.png,6.4822053133
impostor,Testing__Digital_Persona__Fake__Latex__010_6_0.png__83019cce__010_6_0.png,13.4286127811
impostor,Testing__Digital_Persona__Fake__Latex__010_6_4.png__73845847__010_6_4.png,1.4707891837
impostor,Testing__Digital_Persona__Fake__Latex__010_6_9.png__6f42b758__010_6_9.png,1.5213960424
impostor,Testing__Digital_Persona__Fake__Latex__010_7_0.png__5874cc94__010_7_0.png,0.0
impostor,Testing__Digital_Persona__Fake__Latex__010_7_4.png__30b8dee7__010_7_4.png,1.0245249546
impostor,Testing__Digital_Persona__Fake__Latex__010_7_9.png__92baaded__010_7_9.png,4.8659962369
impostor,Testing__Digital_Persona__Fake__Latex__010_8_0.png__ea1340bc__010_8_0.png,1.8783225814
impostor,Testing__Digital_Persona__Fake__Latex__010_8_4.png__69f22d90__010_8_4.png,0.0
impostor,Testing__Digital_Persona__Fake__Latex__010_8_9.png__31a9891c__010_8_9.png,0.0
impostor,Testing__Digital_Persona__Fake__Latex__010_9_0.png__f48af9e8__010_9_0.png,2.1226740734
impostor,Testing__Digital_Persona__Fake__Latex__010_9_4.png__f6ac5c77__010_9_4.png,2.3078483556
impostor,Testing__Digital_Persona__Fake__Latex__010_9_9.png__445b3208__010_9_9.png,0.0
impostor,Testing__Digital_Persona__Fake__Latex__012_0_0.png__b5022577__012_0_0.png,15.5099816629
impostor,Testing__Digital_Persona__Fake__Latex__012_0_4.png__d4297b8d__012_0_4.png,0.7553562931
impostor,Testing__Digital_Persona__Fake__Latex__012_0_9.png__5c44e5cb__012_0_9.png,4.9973216385
impostor,Testing__Digital_Persona__Fake__Latex__012_1_0.png__635ec17f__012_1_0.png,24.819136151
impostor,Testing__Digital_Persona__Fake__Latex__012_1_4.png__5dc90d21__012_1_4.png,32.363390134
impostor,Testing__Digital_Persona__Fake__Latex__012_1_9.png__c35037f0__012_1_9.png,9.0639439443
impostor,Testing__Digital_Persona__Fake__Latex__012_2_0.png__681a4442__012_2_0.png,82.1580448371
impostor,Testing__Digital_Persona__Fake__Latex__012_2_4.png__a2d557fd__012_2_4.png,45.7300733579
impostor,Testing__Digital_Persona__Fake__Latex__012_2_9.png__4eaeebb0__012_2_9.png,33.5801570153
impostor,Testing__Digital_Persona__Fake__Latex__012_3_0.png__95cfe86c__012_3_0.png,46.244049257
impostor,Testing__Digital_Persona__Fake__Latex__012_3_4.png__6db14ad1__012_3_4.png,2.3511301305
